Date,Time,Latitude,Longitude,Magnitude
4/19/15,22:33:56,37.0596,-97.9321,2.6
4/6/15,1:33:45,37.0724,-98.0476,3
4/4/15,17:47:25,37.2131,-98.0505,2.5
4/1/15,7:53:48,37.0694,-97.8289,2.2
3/29/15,23:26:10,37.0516,-97.9209,2.3
3/27/15,21:14:59,37.0944,-98.0581,2.3
3/27/15,20:20:33,37.0445,-97.9137,3.1
3/27/15,12:04:40,37.1561,-98.0112,2.1
3/26/15,13:44:03,37.2507,-97.6218,2.8
3/25/15,6:23:08,37.0653,-97.8437,2.1
3/25/15,1:58:58,37.2098,-98.0474,2.1
3/24/15,15:35:55,37.0887,-97.6317,3.2
3/24/15,15:31:51,37.1067,-97.6476,3.8
3/23/15,1:45:06,37.0533,-97.8878,2
3/21/15,9:29:28,37.1979,-98.0038,2.4
3/19/15,1:25:50,37.0428,-97.8364,2.6
3/19/15,0:00:19,37.0873,-97.8447,2.1
3/17/15,5:50:10,37.0019,-97.8145,3.2
3/16/15,6:13:12,37.1989,-97.881,2.9
3/16/15,5:48:27,37.213,-97.878,3.5
3/13/15,21:16:36,37.0781,-97.8537,2
3/11/15,13:05:38,37.0714,-97.8933,2.9
3/7/15,16:19:35,37.0723,-97.8955,2.1
3/5/15,16:19:09,37.2823,-98.0098,2.6
3/5/15,13:16:36,37.2943,-98.0171,2
3/5/15,6:03:23,37.0861,-97.9949,2.6
3/5/15,1:46:14,37.0984,-97.7958,2.9
3/3/15,15:56:01,37.1973,-97.9054,3.8
3/3/15,5:10:22,37.2742,-98.0518,2.8
3/1/15,2:47:20,37.0905,-97.8534,3.5
2/28/15,8:44:05,37.0902,-97.8391,2.9
2/28/15,0:37:56,37.0858,-97.8721,2.5
2/24/15,0:27:27,37.0809,-97.8549,2
2/22/15,5:55:00,37.2507,-98.0108,2.5
2/19/15,10:51:13,37.0538,-97.9427,2.3
2/18/15,22:23:45,37.1552,-97.8996,2.9
2/16/15,1:44:34,37.0293,-97.9188,2
2/15/15,18:27:08,37.1809,-97.9053,3.8
2/15/15,17:38:55,37.1856,-97.8789,2.9
2/14/15,18:09:22,37.0187,-97.9083,3
2/12/15,14:48:13,37.1836,-98.0511,2.7
2/10/15,7:32:35,37.2162,-98.0013,3.6
2/9/15,3:14:18,37.0599,-97.8548,2.4
2/5/15,10:32:06,37.077,-97.8485,2.9
2/4/15,13:20:31,37.1956,-97.8983,3.6
2/3/15,22:19:14,37.1022,-97.6653,3.3
2/1/15,0:00:09,37.0131,-98.1565,2.5
1/29/15,20:21:38,37.1848,-97.8359,3.6
1/29/15,5:58:18,37.0958,-97.6554,3.1
1/29/15,3:33:26,37.0925,-97.6367,3.1
1/28/15,17:42:02,37.203,-97.8937,3
1/27/15,9:28:29,37.0758,-97.6663,2.8
1/27/15,7:38:05,37.073,-97.6559,3.4
1/27/15,5:28:53,37.0821,-97.6646,3.1
1/25/15,1:35:09,37.1071,-97.7327,2.7
1/23/15,6:31:12,37.0957,-97.6434,2.1
1/23/15,4:00:41,37.0787,-97.6497,3.7
1/20/15,4:10:49,37.4568,-97.9617,2.6
1/19/15,9:54:31,37.1885,-97.8849,3.9
1/15/15,16:04:46,37.0483,-97.8916,2.9
1/15/15,16:01:48,37.202,-97.5932,2.7
1/11/15,0:05:09,37.2031,-97.8874,2.9
1/10/15,16:36:26,37.1739,-97.9139,3.2
1/8/15,21:50:45,37.2002,-98.0229,2.2
1/8/15,19:23:39,37.263,-98.0338,2.3
1/8/15,11:47:35,37.1135,-98.0096,2.2
1/5/15,21:54:35,37.2586,-97.9503,2.9
1/4/15,23:57:19,37.2492,-98.0428,2.5
1/4/15,10:55:40,37.2385,-98.0076,3.5
12/28/14,16:40:47,37.2379,-97.5972,2.9
12/26/14,1:12:09,37.1122,-97.9882,2.8
12/22/14,7:45:08,37.2404,-97.9059,3.5
12/22/14,1:03:55,37.2061,-98.0114,2.2
12/20/14,17:27:06,37.2698,-97.6342,2.8
12/19/14,13:36:58,37.1633,-98.0457,2.4
12/9/14,14:39:09,37.0878,-97.6345,2.7
12/7/14,7:24:58,37.2688,-97.6214,2.5
12/4/14,9:47:44,37.2022,-97.9852,3.2
12/2/14,12:40:14,37.2621,-97.6335,3
11/27/14,3:25:07,37.0689,-97.8995,2.5
11/26/14,10:08:54,37.2176,-98.056,2.5
11/23/14,15:32:42,37.2712,-97.607,2.7
11/23/14,1:26:22,37.2185,-98.0651,2.1
11/21/14,4:39:44,37.2518,-98.0126,2.5
11/20/14,20:36:10,37.243,-98.0358,2.9
11/20/14,15:13:39,37.2057,-98.031,2.5
11/19/14,23:40:09,37.1989,-98.0216,2.1
11/19/14,8:18:56,37.221,-97.8844,2.7
11/19/14,2:07:46,37.274,-97.6234,2.6
11/19/14,1:55:34,37.2725,-97.6583,2.5
11/18/14,11:48:07,37.0166,-97.894,2.4
11/18/14,4:21:08,37.2853,-97.6267,2.5
11/17/14,2:21:02,37.1918,-98.0232,3.1
11/16/14,20:43:21,37.2442,-97.6321,2.8
11/16/14,14:28:19,37.038,-97.8874,2.3
11/16/14,8:59:12,37.1709,-98.0337,3.2
11/15/14,10:18:13,37.2293,-98.0328,3.8
11/13/14,3:33:58,38.0765,-94.7581,2.8
11/12/14,21:40:01,37.2713,-97.6206,4.9
11/12/14,1:32:54,37.1937,-98.0347,2.6
11/6/14,7:39:56,37.2166,-98.0565,2.4
11/6/14,6:19:36,37.0473,-97.9208,2.5
11/6/14,4:24:43,37.186,-98.0157,2.5
11/6/14,2:45:44,37.2057,-98.0412,2.6
11/6/14,1:35:03,37.2082,-98.039,3.2
11/6/14,0:22:07,37.2192,-98.0497,2.6
11/6/14,0:21:34,37.208,-98.0381,2.3
11/5/14,10:07:27,37.1979,-98.0516,3.2
11/5/14,9:32:32,37.1974,-98.032,2.8
11/5/14,6:21:58,37.2149,-98.0323,2.2
11/3/14,10:50:52,38.4622,-97.7028,2.6
11/1/14,23:59:22,37.1556,-98.017,2.5
10/30/14,3:09:23,37.0836,-97.8439,2.7
10/28/14,11:10:35,37.0521,-97.9188,2.6
10/24/14,9:24:18,37.0426,-97.9161,2.7
10/23/14,2:47:01,37.0207,-97.9123,2.7
10/22/14,23:48:08,37.0294,-97.8876,3.3
10/22/14,4:09:17,37.0434,-97.9367,2.4
10/21/14,11:55:44,37.0377,-97.8947,3
10/21/14,3:46:30,37.0391,-97.9262,1.9
10/20/14,23:30:47,37.0558,-97.9126,2.6
10/20/14,21:33:16,37.0537,-97.9134,2.6
10/20/14,14:25:03,37.0422,-97.9304,3.1
10/16/14,6:36:36,37.0496,-97.9085,2.5
10/12/14,16:03:26,37.2385,-97.9767,3.2
10/11/14,13:50:46,37.0727,-97.9328,2.9
10/10/14,4:58:51,37.009,-97.976,3.2
10/9/14,15:41:42,37.2352,-97.9637,2.8
10/6/14,12:30:53,37.2375,-97.9727,2.7
10/3/14,10:23:19,37.2358,-97.9652,2.7
10/2/14,22:50:49,37.2431,-97.9651,3.1
10/2/14,18:35:43,37.2397,-97.9766,3.4
10/2/14,18:03:43,37.2324,-97.9748,3.1
10/2/14,18:03:10,37.227,-97.9502,2.9
10/2/14,18:02:55,37.2332,-97.9668,3.5
10/2/14,18:01:24,37.2447,-97.9553,4.3
10/1/14,8:05:07,37.2795,-97.8945,2.7
10/1/14,6:11:05,37.2592,-97.9429,3.3
10/1/14,0:33:29,37.3919,-95.3825,3
9/30/14,18:49:54,37.2396,-97.9427,2.9
9/30/14,17:47:23,37.2413,-97.9213,2.6
9/30/14,16:47:58,37.2469,-97.984,3.1
9/30/14,15:24:31,37.2491,-97.9718,3.1
9/30/14,14:55:05,37.2212,-97.9626,3.8
9/30/14,12:30:26,37.2481,-97.9352,3.3
9/30/14,11:18:35,37.1695,-98.0542,2.9
9/27/14,20:46:46,37.2747,-98.0049,2.3
9/26/14,2:14:24,37.1246,-98.034,2
9/26/14,1:34:42,37.1362,-98.0148,2.4
9/25/14,21:04:55,37.158,-98.0086,2.6
9/25/14,15:43:24,37.1216,-98.0142,2.4
9/25/14,6:46:25,37.1333,-98.0125,2.7
9/17/14,15:11:20,37.1261,-98.0215,2.2
9/17/14,14:42:32,37.1133,-97.9936,2.2
9/8/14,15:23:31,37.305,-97.6059,3.2
9/8/14,12:56:53,37.2625,-97.6346,3.4
8/27/14,15:11:25,37.0577,-97.8456,2.7
8/25/14,0:10:05,37.3657,-98.1573,3
8/20/14,16:33:59,37.2456,-97.9612,3.1
8/10/14,21:23:12,37.199,-97.9828,2.2
8/4/14,12:50:27,37.2357,-97.9807,2.5
7/28/14,1:14:49,37.0309,-97.9081,2.1
7/26/14,10:57:11,37.1081,-97.7961,3.4
7/25/14,7:17:25,37.0231,-97.8252,2.4
7/20/14,12:24:58,37.3394,-98.0905,3.3
7/20/14,0:24:58,37.2344,-97.9489,3
7/17/14,10:40:43,37.1223,-97.7918,3.6
7/12/14,14:38:56,37.1451,-97.5295,2.7
7/10/14,2:04:57,37.2675,-97.6271,2.5
7/9/14,2:10:04,37.1046,-97.7864,3
6/26/14,1:45:12,37.2396,-97.9912,2.6
6/1/14,0:38:37,37.1072,-97.658,2.7
5/30/14,22:00:50,37.0856,-97.6682,2.8
5/22/14,6:30:19,37.0731,-97.8853,2.5
5/22/14,5:54:37,37.08,-97.8832,2.5
5/21/14,17:58:44,37.1283,-97.6426,2.8
4/29/14,13:59:12,37.2098,-97.9146,2.7
4/27/14,22:46:02,37.2072,-97.903,2.6
3/28/14,11:23:27,37.345,-98.0654,2.8
3/23/14,6:18:37,37.2106,-97.8982,2.7
3/22/14,10:24:26,37.0752,-97.8436,3
3/22/14,10:21:57,37.0813,-97.8456,2.8
3/21/14,17:30:17,37.0895,-97.8455,3
3/16/14,8:46:20,37.1918,-97.8992,3.7
3/15/14,10:09:41,37.2194,-97.8773,2.7
3/13/14,0:16:54,37.2231,-97.8679,2.7
3/12/14,19:35:26,37.1783,-97.8728,3.2
3/12/14,18:00:05,37.1945,-97.8674,2.9
3/12/14,12:57:54,37.2051,-97.8908,2.6
3/12/14,9:50:25,37.1966,-97.8858,3.3
3/12/14,8:28:48,37.2108,-97.9049,2.8
2/15/14,23:20:46,37.2918,-97.6446,3.1
2/4/14,14:08:17,37.1428,-97.7874,3.3
2/3/14,9:03:22,37.132,-97.7684,3.6
2/3/14,8:43:31,37.133,-97.8334,2.9
12/16/13,15:09:54,37.1297,-97.7758,3.8
9/17/13,2:47:19,37.0286,-97.9664,2.4
9/14/13,18:52:54,37.0533,-97.934,2.9
1/9/13,18:50:09,39.7456,-97.9503,3.3
9/10/10,8:37:17,39.868,-99.977,2.6
1/1/08,8:44:17,37.027,-97.326,2.7
3/23/07,8:15:50,39.464,-95.341,3.1
4/17/03,17:31:59,39.255,-99.482,3
4/1/03,13:09:50,39.244,-99.487,2.8
12/11/02,14:25:24,39.36,-99.403,2.8
11/1/02,14:19:56,39.077,-99.101,2.8
11/1/02,11:08:56,39.119,-99.089,3
4/14/02,3:35:02,39.939,-100.32,2.8
11/13/01,1:56:13,39.996,-100.208,3.3
7/24/01,14:02:35,37.7,-97,3
2/4/00,1:36:27,39.092,-99.417,2.8
5/13/99,14:18:23,39.1,-94.7,3
1/7/99,5:16:27,38.674,-99.378,3
12/11/97,11:34:57,37.101,-98.48,2.7
7/25/96,22:29:16,37.3,-98.5,2.2
7/15/92,2:56:41,38.76,-99.549,3.3
4/2/92,9:41:24,39.1,-99.5,2.7
5/30/91,22:07:44,39.2,-99.4,3.5
8/1/89,18:33:05,38.308,-96.09066667,2
7/31/89,18:37:31,39.37983333,-99.49666667,2.3
7/18/89,23:08:44,39.19,-99.49666667,2
7/14/89,7:11:49,39.21833333,-99.5295,1.5
7/14/89,7:10:22,39.211,-99.52116667,1.5
7/13/89,18:35:22,39.19,-99.49666667,3
7/11/89,13:46:39,39.19,-99.49666667,0.5
7/11/89,11:56:42,39.19,-99.49666667,1.3
7/11/89,11:42:11,39.19,-99.49666667,0.9
7/10/89,9:50:30,39.19,-99.49666667,1.8
7/9/89,14:45:23,39.19,-99.49666667,0.9
7/9/89,8:08:26,39.18733333,-99.49816667,0.5
7/9/89,6:38:42,39.19,-99.51183333,0.5
7/9/89,6:36:03,39.19,-99.51483333,0.9
7/9/89,3:31:39,39.23483333,-99.51166667,1
7/9/89,3:23:13,39.19,-99.516,1
7/6/89,1:12:31,39.19,-99.49666667,2.8
7/4/89,15:11:26,39.19,-99.49666667,1.5
7/4/89,14:44:42,39.19,-99.49666667,2
6/27/89,12:19:00,39.30483333,-99.49666667,1.7
6/27/89,2:20:00,39.28316667,-99.51333333,0.9
6/17/89,0:13:57,39.266,-99.789,2.6
6/16/89,14:53:54,39.19,-99.43183333,2.7
6/8/89,18:18:43,39.15166667,-99.49666667,4
6/8/89,18:05:47,39.062,-99.49666667,1.7
6/8/89,17:57:56,39.23283333,-99.49666667,2.3
6/8/89,17:49:36,39.19,-99.42666667,2.4
6/8/89,17:26:59,39.19,-99.4175,2.1
6/8/89,11:04:01,39.19,-99.49666667,2
6/6/89,7:27:06,39.19,-99.49666667,2
6/6/89,6:34:21,39.19,-99.49666667,2.4
6/6/89,6:31:05,39.19,-99.69383333,2.4
5/31/89,16:40:09,39.14266667,-95.95233333,2.1
5/30/89,19:20:47,39.5615,-96.43366667,2
5/6/89,23:30:32,38.90333333,-95.647,2
1/27/89,0:56:49,39.22516667,-99.52566667,2.7
1/27/89,0:00:14,39.10983333,-99.52566667,2.5
1/21/89,23:11:14,39.014,-99.23933333,2.4
10/29/88,10:09:02,39.58066667,-97.02733333,1.69
9/25/88,14:12:15,39.23316667,-96.46133333,1.82
9/15/88,6:24:01,39.11066667,-99.18666667,2.51
9/10/88,10:41:03,39.19,-98.96216667,2.1
7/14/88,17:11:17,39.32333333,-98.90083333,1.8
6/18/88,15:34:45,39.15883333,-99.113,2.8
6/18/88,9:41:32,39.12266667,-99.1025,1.61
6/18/88,2:46:39,39.113,-99.11483333,1.98
5/9/88,9:07:37,39.291,-99.0465,1.9
5/5/88,2:13:27,39.90283333,-96.29866667,1.51
4/28/88,17:03:04,39.65616667,-95.036,1.81
4/24/88,15:50:57,39.18016667,-99.186,2.23
4/18/88,5:16:45,39.044,-99.136,1.82
4/14/88,9:39:31,39.12816667,-99.13033333,3.6
4/13/88,20:07:11,39.08216667,-99.25683333,2.17
4/13/88,19:00:59,39.1095,-99.24883333,1.95
4/2/88,17:43:12,38.971,-95.69783333,1.92
3/29/88,12:33:35,39.07116667,-99.1,2.01
3/29/88,10:15:02,39.12383333,-99.24583333,1.67
3/17/88,9:40:20,38.88883333,-97.14033333,1.31
2/28/88,1:13:57,39.048,-95.8985,1.32
12/26/87,16:59:45,39.1705,-96.245,1.72
10/30/87,5:02:32,39.19766667,-96.359,1.54
8/16/87,9:10:05,39.14916667,-96.42533333,2.17
7/4/87,23:05:13,39.29016667,-99.02866667,2.02
7/1/87,10:42:32,39.638,-95.003,1.57
6/10/87,18:58:55,39.70583333,-97.92433333,1.58
3/23/87,3:43:03,39.32233333,-98.875,1.77
2/19/87,14:26:44,39.5365,-96.39233333,1.42
2/13/87,2:33:45,37.94966667,-96.79166667,1.55
1/9/87,18:52:04,39.78033333,-97.57233333,2.03
12/31/86,21:57:05,37.01616667,-98.01666667,2.02
12/9/86,11:11:46,39.1465,-99.0255,2.13
11/25/86,6:39:27,39.10883333,-99.14333333,2.28
11/9/86,9:05:07,39.44066667,-96.09216667,0.96
11/5/86,5:41:48,38.66266667,-96.54983333,1.41
10/20/86,4:32:50,37.931,-101.3635,3
10/11/86,8:17:35,39.1485,-99.19133333,1.87
10/9/86,15:41:29,39.18266667,-99.03316667,1.9
10/8/86,11:10:32,39.19233333,-99.11366667,1.9
9/27/86,9:34:02,39.9215,-99.91066667,2.22
9/1/86,2:24:03,39.29733333,-96.1815,1.57
7/28/86,22:15:07,39.26483333,-95.91366667,1.43
6/4/86,22:37:22,37.58866667,-96.58566667,2.06
6/2/86,4:04:06,39.38083333,-99.70083333,3
3/13/86,20:21:36,38.43983333,-95.00783333,2.07
11/22/85,3:42:33,39.27566667,-98.7415,2.1
11/1/85,8:08:45,39.3375,-96.20133333,1.53
10/21/85,19:31:05,39.67383333,-99.56566667,2.45
8/9/85,18:10:33,39.08133333,-99.216,2.48
8/6/85,21:08:12,39.05216667,-99.1815,2.33
8/6/85,8:27:35,39.14766667,-99.0645,2.19
8/6/85,3:31:49,39.0815,-99.14066667,2.27
7/29/85,22:53:23,39.38833333,-99.06466667,1.88
7/10/85,4:05:07,38.97233333,-95.85416667,1.28
6/20/85,17:08:38,39.16516667,-96.7575,0.8
6/1/85,12:42:54,39.1385,-99.18483333,2.26
6/1/85,10:21:09,39.1015,-99.206,1.7
6/1/85,4:20:03,39.14316667,-99.159,2.12
4/26/85,8:49:15,39.5815,-96.94,1.18
4/25/85,7:10:18,39.33416667,-96.36066667,1.04
4/5/85,5:08:37,39.577,-97.62183333,1.67
3/2/85,12:05:31,39.5815,-96.923,1.8
12/4/84,17:18:58,39.86766667,-99.97583333,2.3
10/23/84,10:32:19,38.146,-95.93066667,1.7
8/12/84,6:00:50,38.70033333,-96.7815,1.89
2/3/84,21:41:56,39.52833333,-96.31333333,1.44
1/13/84,21:37:59,39.374,-96.23666667,1.73
12/25/83,14:45:30,39.067,-98.67883333,1.93
9/7/83,18:56:35,38.58766667,-98.47666667,2.02
8/24/83,9:02:15,39.14433333,-96.3105,1.48
7/12/83,20:30:41,39.247,-96.30883333,0.83
5/21/83,21:51:02,38.79116667,-98.282,1.7
3/3/83,8:21:36,38.60866667,-95.05133333,1.47
2/9/83,16:10:24,38.60566667,-97.72466667,1.68
10/26/82,0:44:08,39.5045,-96.52533333,1.8
9/6/82,14:45:59,39.34616667,-96.30066667,1.6
9/3/82,10:55:21,38.7905,-98.8925,2.5
7/22/82,3:30:56,37.15483333,-98.534,2.29
7/21/82,21:41:36,38.09883333,-96.15,2.58
6/7/82,17:26:26,37.929,-96.97383333,1.5
4/24/82,16:35:37,39.29366667,-96.18383333,1
4/6/82,0:13:00,39.50966667,-97.71466667,1.4
3/28/82,8:09:37,38.96116667,-95.874,1.2
3/27/82,19:57:24,38.88866667,-95.97733333,1.6
3/11/82,18:19:57,39.25683333,-99.3565,1.9
2/24/82,20:35:25,37.7755,-97.1455,2.2
1/30/82,10:08:59,37.92916667,-96.79666667,1.4
11/27/81,1:08:26,37.0475,-98.84866667,2.2
8/1/81,1:58:44,38.34233333,-97.93066667,2.7
7/8/81,6:41:15,39.06733333,-96.07866667,1.5
6/20/81,5:16:52,38.73633333,-98.33966667,1.8
2/17/81,5:53:03,39.3835,-98.73733333,1.8
11/9/80,14:53:06,39.26483333,-95.95333333,1
9/7/80,0:22:33,39.58916667,-97.71466667,1.5
6/30/80,1:00:23,38.86733333,-96.87533333,2.45
6/29/80,16:14:31,38.94283333,-95.308,1.8
4/16/80,7:13:22,39.906,-97.27116667,1.64
3/26/80,22:56:58,39.98083333,-95.16483333,1.89
3/26/80,10:11:57,39.17516667,-99.13866667,1.71
3/21/80,9:09:56,39.91783333,-95.19916667,1.57
3/9/80,9:22:44,38.2705,-96.7295,1.62
3/9/80,5:45:50,38.275,-96.75666667,1.7
2/11/80,5:45:44,39.93433333,-97.308,2.1
12/15/79,7:30:16,37.0905,-98.47083333,1.7
12/7/79,14:17:08,39.69433333,-97.61916667,2.01
10/19/79,21:12:28,37.08983333,-98.58833333,1.78
10/19/79,16:17:26,37.06066667,-98.60716667,1.97
9/9/79,0:00:22,39.391,-95.892,1.52
8/2/79,10:46:33,38.92966667,-96.56266667,2.2
7/14/79,18:32:27,39.52566667,-99.25583333,2.1
7/1/79,19:59:35,39.89733333,-97.27866667,2.03
6/30/79,21:10:07,39.9085,-97.29233333,1.38
6/30/79,20:46:41,39.93666667,-97.27433333,3.11
6/26/79,13:04:10,39.29633333,-96.0165,2.03
6/25/79,7:30:22,38.016,-97.00566667,1.59
6/15/79,5:08:24,39.835,-97.22033333,1.88
6/3/79,5:06:22,39.44416667,-97.78866667,2.16
3/9/79,12:43:19,37.1605,-97.17683333,1.82
3/9/79,11:47:44,37.1405,-97.16716667,1.7
2/10/79,19:56:04,39.26483333,-95.90533333,1.69
1/24/79,3:42:01,39.61883333,-96.08233333,1.48
12/4/78,23:06:23,39.13783333,-100.455,2.3
12/4/78,23:06:15,37.34,-98.63966667,2.2
11/1/78,8:45:00,39.83783333,-97.3435,1.69
5/22/78,4:28:35,39.141,-96.29633333,2.25
5/20/78,1:53:44,39.50966667,-100.3895,2.25
4/14/78,23:27:38,39.81433333,-96.39466667,1.9
2/3/78,0:25:48,39.6915,-100.3818333,2.4
1/27/78,11:25:38,39.8315,-95.9725,2.42
1/13/78,20:15:42,39.5285,-96.13666667,1.72
1/11/78,21:23:04,38.86733333,-96.20133333,1.64
1/8/78,4:16:34,37.0765,-97.06666667,1.8
12/20/77,7:56:39,37.12683333,-97.03,2.34
12/16/77,6:12:27,37.16466667,-97.03633333,2